"id","sku","name","description","short_description","breadcrumb","images","attribute_0_value","attribute_0_name","regular_price"
"9k4sr","#V126","Hoa bình V 126",,"
","Hoa theo mùa>Hoa mùa xuân","https://hoatuoi360.com/contents/images/Products/hoa-binh/Hoa-binh-V-123.JPG","Bình thường","Kích thước",1900000
"9k4sr","#V126","Hoa bình V 126",,"
","Hoa theo mùa>Hoa mùa xuân","https://hoatuoi360.com/contents/images/Products/hoa-binh/Hoa-binh-V-123.JPG","Lớn hơn (+30%)","Kích thước",2470000
"lzesr","#V123","Hoa bình V 123",,"
","Hoa bình","https://hoatuoi360.com/contents/images/Products/hoa-binh/Hoa-binh-V-120.jpg","Bình thường","Kích thước",1900000
"lzesr","#V123","Hoa bình V 123",,"
","Hoa bình","https://hoatuoi360.com/contents/images/Products/hoa-binh/Hoa-binh-V-120.jpg","Lớn hơn (+30%)","Kích thước",2470000
"3su5o","#V122","Hoa bình V 122",,"
","Hoa bình","https://hoatuoi360.com/contents/images/Products/hoa-binh/Hoa-binh-V-119.jpg","Bình thường","Kích thước",2900000
"3su5o","#V122","Hoa bình V 122",,"
","Hoa bình","https://hoatuoi360.com/contents/images/Products/hoa-binh/Hoa-binh-V-119.jpg","Lớn hơn (+30%)","Kích thước",3770000
"ktcwa","#V121","Hoa bình V 121",,"
","Hoa bình","https://hoatuoi360.com/contents/images/Products/hoa-binh/Hoa-Binh-119.jpg","Bình thường","Kích thước",1900000
"ktcwa","#V121","Hoa bình V 121",,"
","Hoa bình","https://hoatuoi360.com/contents/images/Products/hoa-binh/Hoa-Binh-119.jpg","Lớn hơn (+30%)","Kích thước",2470000
"8bi3f","#V131","Hoa bình V 131",,"
","Hoa theo chủ đề>Ngày Phụ Nữ Việt Nam 20/10","https://hoatuoi360.com/contents/images/Products/hoa-binh/Hoa-Binh-V-131.jpg","Bình thường","Kích thước",1000000
"8bi3f","#V131","Hoa bình V 131",,"
","Hoa theo chủ đề>Ngày Phụ Nữ Việt Nam 20/10","https://hoatuoi360.com/contents/images/Products/hoa-binh/Hoa-Binh-V-131.jpg","Lớn hơn (+30%)","Kích thước",1300000
"u9e2f","#V119","Hoa bình V 119","<p>&nbsp;Dành tặng Sếp hay đối tác quan trọng. Chủ đề&nbsp;<strong> Hoa Bình V 119&nbsp;</strong>một thiết kế mới&nbsp;đậm chất <strong>phương tây, </strong>để nói&nbsp;lên sự tôn trọng, mà không quên mang theo nhiều lời chúc tốt đẹp nhất. Hướng về ánh mặt trời là ý nghĩa hoa <strong>Hướng Dương,&nbsp;</strong>trong sáng, thanh cao,&nbsp;sang trọng của<strong> Lan HĐ</strong>,&nbsp;điểm chút<strong>&nbsp;Lan Vàng Mai</strong>&nbsp;sắc xuân vui tươi với nhiều chi tiết hoa lá phụ cao cấp.....vv.., tất cả là sự kết hợp chỉnh tru tạo nên một sản phẩm mang nhiều ý nghĩa,&nbsp;nhiều mai mắn cho người dược nhận, và cho cả người tặng</p>
","
<p>Quí phái kiểu cổ điển với Lan Hồ Điệp, Lan Vũ Nữ, Mokara...</p>
","Hoa theo chủ đề>Ngày Phụ Nữ Việt Nam 20/10","https://hoatuoi360.com/contents/images/Products/hoa-binh/hoa-binh-v-119.jpg","Bình thường","Kích thước",2700000
"u9e2f","#V119","Hoa bình V 119","<p>&nbsp;Dành tặng Sếp hay đối tác quan trọng. Chủ đề&nbsp;<strong> Hoa Bình V 119&nbsp;</strong>một thiết kế mới&nbsp;đậm chất <strong>phương tây, </strong>để nói&nbsp;lên sự tôn trọng, mà không quên mang theo nhiều lời chúc tốt đẹp nhất. Hướng về ánh mặt trời là ý nghĩa hoa <strong>Hướng Dương,&nbsp;</strong>trong sáng, thanh cao,&nbsp;sang trọng của<strong> Lan HĐ</strong>,&nbsp;điểm chút<strong>&nbsp;Lan Vàng Mai</strong>&nbsp;sắc xuân vui tươi với nhiều chi tiết hoa lá phụ cao cấp.....vv.., tất cả là sự kết hợp chỉnh tru tạo nên một sản phẩm mang nhiều ý nghĩa,&nbsp;nhiều mai mắn cho người dược nhận, và cho cả người tặng</p>
","
<p>Quí phái kiểu cổ điển với Lan Hồ Điệp, Lan Vũ Nữ, Mokara...</p>
","Hoa theo chủ đề>Ngày Phụ Nữ Việt Nam 20/10","https://hoatuoi360.com/contents/images/Products/hoa-binh/hoa-binh-v-119.jpg","Lớn hơn (+30%)","Kích thước",3510000
